dataset,model,eval_metrics/MSE[mean],eval_metrics/MSE[0.5],eval_metrics/MAE[0.5],eval_metrics/MASE[0.5],eval_metrics/MAPE[0.5],eval_metrics/sMAPE[0.5],eval_metrics/MSIS,eval_metrics/RMSE[mean],eval_metrics/NRMSE[mean],eval_metrics/ND[0.5],eval_metrics/mean_weighted_sum_quantile_loss,domain,num_variates
electricity/D/short,TIMEHEDGE,1216630353.4402883,1216630353.4402883,4095.841009009009,1.351922753576419,0.27751745626679925,0.09124732874964808,10.699772536005284,34880.22868962141,0.573198022094269,0.06730827329337792,0.052880331890540505,Energy,1
electricity/H/long,TIMEHEDGE,7311684.834786787,7311684.834786787,255.04883033033033,1.1179351328938811,0.2781235397040986,0.134463257202515,8.890553310742735,2704.0127282960016,1.0664618354212325,0.10059118467520298,0.07999689918156473,Energy,1
electricity/H/medium,TIMEHEDGE,5253655.052972973,5253655.052972973,229.79494932432434,1.0234081062851168,0.2298514254493304,0.12454375945769988,8.258806422770446,2292.08530665265,0.8946763898663808,0.08969653750420839,0.07138577495432857,Energy,1
electricity/H/short,TIMEHEDGE,1579239.629572072,1579239.629572072,162.11557291666668,0.8945893971229731,0.16258071184310063,0.12034703400757936,9.778416333895533,1256.678013483196,0.5932417693751957,0.07653012807456337,0.06267246014668137,Energy,1
electricity/W/short,TIMEHEDGE,35700109717.90991,35700109717.90991,25414.60135135135,1.377221839263703,0.14924144744873047,0.09057493811255103,10.663813174290702,188944.72662106744,0.43110951418523047,0.05798773343786315,0.046029689631549325,Energy,1
ett1/15T/long,TIMEHEDGE,7.815003720238095,7.815003720238095,1.5026174975198412,0.9667809660382878,0.7275609045408458,0.38028924851190476,6.746080166473209,2.7955328150887615,0.5328313186183833,0.2864003807292568,0.22079745506458825,Energy,7
ett1/15T/medium,TIMEHEDGE,8.216614583333333,8.216614583333333,1.519054439484127,0.9566928508469612,0.7160026013191118,0.37595164465525793,6.274006950627507,2.866463776734905,0.5463508300406037,0.28953327811955487,0.22157561417817084,Energy,7
ett1/15T/short,TIMEHEDGE,4.4768560500372026,4.4768560500372026,1.0489291236514138,0.6674963456780832,0.4599944177733212,0.23456488109770277,4.680313316624492,2.1158582301366984,0.39998527842616133,0.19829126620922707,0.1535766177100736,Energy,7
ett1/D/short,TIMEHEDGE,44268.730158730155,44268.730158730155,142.41759672619048,1.7155830301186,1.2644240606398809,0.48539138067336307,10.233042608867233,210.40135493558532,0.5526261378225596,0.37406454184128574,0.28242590721136923,Energy,7
ett1/H/long,TIMEHEDGE,145.56051587301587,145.56051587301587,7.197481605489418,1.344595515016075,3236494636108.7373,0.466709552744709,8.811751311336351,12.064846284682448,0.5777593579305571,0.34467180542400194,0.26179303628699796,Energy,7
ett1/H/medium,TIMEHEDGE,130.55891927083334,130.55891927083334,6.721380324590774,1.2235616825929176,3568460746351.2085,0.4315184820265997,8.184611507240906,11.426238194210436,0.5472897237005757,0.3219381845720363,0.2468147190851798,Energy,7
ett1/H/short,TIMEHEDGE,95.56244419642857,95.56244419642857,4.850745791480655,0.8063565557348473,0.4580509367443266,0.2584193638392857,5.393500614235607,9.775604543782885,0.45626745771301547,0.22640415131139568,0.17344111145396457,Energy,7
ett1/W/short,TIMEHEDGE,1263855.142857143,1263855.142857143,893.2024274553571,1.5623905343535378,0.6503949165344238,0.5652270657675607,7.926449501678192,1124.2131216353698,0.4473512335352522,0.35542656461577476,0.26129837369906866,Energy,7
ett2/15T/long,TIMEHEDGE,11.239319196428571,11.239319196428571,2.1263470362103174,0.879552222122239,0.13430680653769222,0.16016438802083333,6.991734587131524,3.352509387970237,0.17866129376701917,0.11331688252691471,0.09122568050065481,Energy,7
ett2/15T/medium,TIMEHEDGE,11.144918154761905,11.144918154761905,2.0760278707837303,0.8567885473886611,0.12986276717651002,0.1561476256355407,6.307784908500053,3.3384005383958804,0.17790940763433188,0.11063528311703692,0.08734325207527235,Energy,7
ett2/15T/short,TIMEHEDGE,7.17601318359375,7.17601318359375,1.6407480875651042,0.7109330006464867,0.10153408993857904,0.12143098740350633,5.0500695944364775,2.678808164761663,0.12717255332310995,0.07789214860565742,0.06154372794115215,Energy,7
ett2/D/short,TIMEHEDGE,102053.81587301588,102053.81587301588,190.93541666666667,1.2760162317279926,0.4247034950861855,0.13202456519717262,11.862505894554394,319.45862936069807,0.18283460221475756,0.10927737661937706,0.09107824321825833,Energy,7
ett2/H/long,TIMEHEDGE,215.17688492063493,215.17688492063493,8.933498677248677,1.005288399234515,0.17713065600878,0.17028106205047122,7.731628940720393,14.668908784249595,0.20087941577429416,0.1223373886565446,0.09933415238571461,Energy,7
ett2/H/medium,TIMEHEDGE,232.15638020833333,232.15638020833333,9.41183093843006,1.0167110762316476,0.1728689840874521,0.16558678036644345,7.132487209490242,15.23667877879997,0.20532404488579453,0.12683047441733386,0.10090733099133563,Energy,7
